"","x","y"
"1",4.37379088091951,24.523957668634
"2",3.86210687172824,21.2475239972092
"3",3.47348910439562,18.8991426573339
"4",3.70126281414691,19.2077939692796
"5",2.91494472587415,15.676558955516
"6",4.56870212341502,21.671975868402
"7",3.81739197358829,15.7649606891751
"8",3.39476860270947,12.6567922765693
"9",4.21269855279069,16.4151868566974
"10",3.35508065933832,13.0231349397029
"11",5.21627420599264,19.7196255311456
"12",2.90945961386517,13.8389734113508
"13",1.68347188918117,7.52875889840794
"14",3.06653478902179,13.0254375076527
"15",3.51217261794843,15.669637726057
"16",3.05002974099591,22.3162973343685
"17",4.46739718067953,29.4162128898859
"18",1.71047948270899,16.2452589186983
"19",2.74230848750081,20.6994911366792
"20",3.29305131488209,21.8576469598422
"21",2.66257972475579,4.96547166027723
"22",3.63325794588541,10.8783914695769
"23",2.68682140475357,9.04526780476088
"24",3.13489312485259,11.126225838765
"25",1.85524492490772,8.40204988472697
"26",2.68860179001954,15.2429655322811
"27",3.23490838742006,17.8966844823398
"28",4.33867381661375,22.5327020500876
"29",2.90063777907413,15.7170503714689
"30",4.03689934929631,23.2828299989123
"31",2.65447675293525,17.4530687980967
"32",3.36289479803801,19.9095497533023
"33",2.19453182725274,14.0440680551093
"34",2.83894842718879,18.8675945007589
"35",3.78568505725921,22.8156339177017
"36",3.33678422685966,16.5593651581105
"37",2.32023787580154,12.6901676595986
"38",3.01867804821956,16.7943753712286
"39",2.79497721011575,14.8938391274145
"40",1.82692247256974,9.32144767666741
"41",3.89228159664816,18.9834294243716
"42",2.17882006827128,10.5627691897845
"43",2.78989456678147,13.8044311515206
"44",3.39126296753633,16.8780175861936
"45",4.33016098431945,20.1979002105397
"46",4.37872594922895,19.8939372626016
"47",3.97554036432452,17.0953241417747
"48",3.66610969595663,14.2748893490789
"49",3.45522248121937,15.1260609521115
"50",3.25168538999289,18.6358421139613
"51",4.0180587408137,21.8107736953407
"52",4.66780418579808,25.8127809992206
"53",1.47404064235457,10.6582528467971
"54",3.07067746014605,13.5686193784024
"55",3.13349706423647,12.9922603830471
"56",2.94501725382852,13.5058205679954
"57",2.2871230671561,13.4070230701113
"58",3.08530194002305,16.2451990145859
"59",2.29407157901481,13.1911476841684
"60",2.13697448392853,13.8913242719922
"61",2.9387710852171,16.5068180261883
"62",5.5005080753494,28.1490570509104
"63",3.65033499678505,20.9721356298803
"64",2.59899182755007,13.4549369985192
"65",4.30315433676102,19.2037277741952
"66",2.19260131329534,6.86438775588754
"67",4.45295926320236,18.1251929100382
"68",1.77815051972189,6.15900536479424
"69",2.93831253871126,12.6719987081295
"70",2.65376953981267,11.8243264163567
"71",2.96842229906281,12.6055139830352
"72",0.657504289412375,3.48377816585768
"73",2.20465030479121,9.38654743335743
"74",2.2720656785307,9.96082983085718
"75",2.95362711821125,13.9469948073481
"76",4.3360597508078,23.2256375575546
"77",5.08433018621835,26.3517534637421
"78",2.85326065365099,16.9362330701869
"79",2.49458709443937,14.0957736559666
"80",2.17773014054474,13.3946148451671
"81",3.60168269235804,21.0115241109201
"82",2.61903525893951,18.7871743444796
"83",2.87969836769531,17.8837899594283
"84",2.97789595828082,18.6811803717278
"85",1.63664469424623,11.6625037443523
"86",3.70334347582582,19.2036981169085
"87",3.60318568895456,19.4348607690947
"88",1.99915741856094,11.7623012661766
"89",2.87143781433033,15.0842991838215
"90",3.18070804625698,16.2557788712156
"91",2.82333505591843,14.9138801072733
"92",4.06537301885555,20.539070824723
"93",3.831149538631,20.0268302088918
"94",1.71755522932623,10.1183089107163
"95",5.57452943178801,29.2181751979066
"96",4.47866100323024,23.9791497748512
"97",2.5262908627916,15.8039536700425
"98",3.50881297385663,18.1330493962832
"99",3.39315021759198,15.1650900467565
"100",4.58827125695478,21.3978906607417
"101",4.18317198138303,19.1413315555734
"102",3.33215594869815,15.7695855008832
"103",1.50297690192425,8.93547936682331
"104",2.89410602489534,16.0458441462757
"105",2.55545786526383,15.5860277999623
"106",3.38237522458764,18.4618077300051
"107",3.56396794685743,19.7650162620268
"108",2.95400671486132,15.6937652132995
"109",3.0180713008132,13.8937800326803
"110",3.73127704118847,16.1580832706998
"111",2.59555074396463,12.8028997791909
"112",4.42660064777259,19.9926291387501
"113",4.10095214035474,18.4167789952003
"114",2.42493904732457,10.445018637057
"115",4.25154103788038,15.8904313360582
"116",3.35922537035483,11.9881696076767
"117",1.20879288000075,3.97278425643054
"118",2.06265560942007,8.64236216359716
"119",3.86509203001416,15.9264601564052
"120",2.20714444130865,2.16019268113857
